lat,lon
40.848362,-73.93888
43.219887,-75.32621
40.722797,-74.16515
40.73895,-74.039085
40.85579,-73.85555
40.742073,-73.99167
40.707172,-73.80264
40.62236,-73.72484
40.249313,-74.266495
40.926647,-73.855675
40.79201,-73.95189
40.19504,-74.56631
40.796295,-73.9705
40.716595,-74.00199
40.76536,-73.96591
40.747795,-74.0072
40.73175,-74.06037
39.148037,-74.763596
40.906895,-74.55408
40.558243,-74.13356
40.792046,-74.25504
40.755318,-73.8161
40.677147,-73.75774
40.663895,-73.88846
43.193916,-77.487404
40.25876,-74.706
40.7176,-73.96378
40.834747,-74.19004
41.205162,-73.89447
40.615734,-74.00499
40.75743,-73.97451
40.763012,-73.92073
40.704803,-74.0111
40.851635,-74.0017
40.51728,-74.459724
40.596058,-73.97336
40.826374,-73.97467
40.584267,-73.67474
40.744648,-73.998
40.899147,-72.31011
40.69377,-73.95587
43.0981,-78.696625
40.743355,-73.954384
39.987774,-75.402
40.731487,-74.04155
40.73757,-74.03203
40.628593,-74.92055
40.85264,-73.837364
40.922733,-74.1119
40.758575,-73.76817
40.930363,-74.227806
40.604553,-73.99797
40.75913,-73.975975
40.773537,-73.907036
40.626305,-73.916336
40.785233,-74.13592
40.742798,-74.0064
40.77527,-73.98608
42.42217,-76.53359
40.58054,-74.166466
40.753616,-73.968895
40.66904,-73.939316
40.82093,-73.890526
43.15105,-77.60181
40.709293,-74.010414
40.69289,-74.2732
40.686436,-73.97468
40.60282,-73.74988
40.710026,-73.89951
40.817284,-74.22154
40.75202,-73.99013
40.578987,-73.973526
40.57622,-74.16946
40.62987,-74.02849
42.958244,-77.06062
40.826378,-73.859474
40.74351,-73.99225
40.652515,-74.634186
42.743484,-73.83715
40.826977,-73.94307
40.622555,-74.02833
40.835613,-74.08632
40.748158,-74.00801
40.865204,-73.92739
40.672157,-74.003876
40.744778,-73.99732
41.90108,-74.82769
40.78116,-73.96055
40.711143,-73.964
43.06974,-76.09236
40.744152,-73.95429
40.68041,-74.23445
39.81686,-75.260254
40.74642,-73.97185
43.426464,-75.88465
40.94013,-74.26908
40.681057,-73.9223
40.747707,-73.99621
43.06337,-77.32225
42.687546,-73.81886
40.743107,-73.99112
40.55816,-74.29406
40.307774,-75.157425
43.180428,-77.57549
40.888054,-74.258736
40.719624,-73.99042
40.703037,-74.199394
40.720325,-73.9897
40.71967,-74.00034
40.782837,-73.94876
39.881634,-74.87253
43.362167,-73.80067
40.885323,-74.28592
40.95499,-74.27956
40.77235,-73.95511
40.72623,-74.03639
40.616806,-74.0378
40.67148,-73.99565
40.71267,-73.95621
40.87565,-74.02049
41.516636,-74.20458
40.68379,-73.976616
40.759464,-74.41609
40.759296,-73.99074
40.836838,-72.495895
40.66513,-73.8366
43.03763,-76.42995
40.674244,-73.97496
40.89101,-74.15292
40.722557,-73.98011
40.721767,-73.99157
40.6619,-74.12003
40.741566,-74.02963
40.75364,-73.98495
42.751152,-78.82426
40.763405,-73.982475
43.032703,-76.057495
39.795048,-74.913414
40.746525,-73.995415
40.419777,-74.18421
43.089764,-77.64502
40.691486,-74.25256
40.953594,-74.07352
40.79261,-73.69652
42.63159,-73.70234
40.740772,-73.78416
39.772797,-75.104645
40.80559,-73.95187
42.418198,-76.84965
40.725956,-73.99531
40.72827,-73.98494
40.71272,-73.77283
40.858063,-73.88216
40.74322,-73.89016
40.758602,-73.97477
40.72853,-73.987724
40.94224,-73.7214
40.87733,-74.086784
40.76147,-73.9856
40.745132,-73.98493
40.859753,-73.8431
40.744385,-73.9761
38.014145,-84.49571
40.642483,-73.902916
40.74631,-73.9468
40.746193,-74.04885
40.724022,-73.997604
40.766098,-73.95766
40.68664,-73.97775
41.547516,-73.77682
40.750725,-73.991035
40.69335,-73.96696
40.631233,-73.96091
40.753273,-73.92636
40.658203,-73.9033
40.78277,-73.95236
40.605186,-73.999275
40.736908,-73.98855
40.77461,-73.98224
40.305115,-75.146194
40.557903,-74.70997
40.823975,-73.87503
40.209827,-75.22555
43.06485,-78.80641
40.77644,-73.96194
40.766117,-74.235596
43.161808,-77.606895
40.734028,-74.00047
40.75896,-73.96125
40.71559,-73.94962
40.659492,-74.171135
40.415302,-74.19031
40.764603,-73.96131
40.727737,-73.95413
42.9974,-78.50275
40.775517,-73.95638
40.3098,-74.3197
40.721653,-73.99988
40.745438,-73.99826
40.57863,-74.580444
43.44344,-76.54458
40.820477,-74.15854
40.76755,-73.989845
40.875156,-73.88606
40.772144,-73.984375
40.748653,-73.99467
40.72722,-73.985565
40.812153,-74.251205
40.634815,-75.43797
40.582726,-73.81736
40.763325,-73.98358
40.721394,-73.95795
42.10152,-78.46951
40.73519,-73.988045
40.865948,-74.106865
40.678764,-73.949455
40.652637,-73.97602
40.73352,-73.783554
40.732048,-74.00345
40.6904,-74.29535
40.64333,-74.07386
40.73555,-73.99408
40.543026,-74.27075
40.641205,-74.218025
43.0044,-77.448456
40.72018,-73.99325
40.982048,-73.82742
40.012196,-74.96294
43.14253,-77.61229
40.58588,-74.619354
40.740692,-73.98895
40.68391,-73.80687
40.7542,-73.99541
40.6708,-73.95884
40.814426,-73.94039
40.786034,-73.9725
40.695564,-74.265274
40.820293,-74.07193
40.761185,-73.762634
42.47214,-79.17657
40.72768,-73.855385
40.96517,-74.062744
40.748394,-74.0057
40.71403,-73.850716
40.75479,-74.215126
40.73843,-73.985695
40.71262,-74.009544
40.754734,-73.700516
40.743973,-73.985756
40.69394,-73.98318
40.753757,-73.98774
40.62896,-73.9234
40.67633,-73.95223
40.79374,-73.92688
40.86899,-73.872055
40.52421,-74.23436
40.727806,-73.95771
40.663048,-75.312065
40.724968,-74.00045
40.681087,-73.97539
40.841446,-73.9428
40.60652,-74.00184
40.612038,-74.13236
40.712814,-73.95792
42.684418,-73.80454
40.775795,-73.98755
40.691616,-74.00011
40.702927,-73.98948
43.169693,-77.61103
40.711044,-73.95038
40.643623,-74.10118
39.89878,-74.8335
40.75989,-73.97969
42.97097,-74.18699
40.611897,-73.77115
40.746784,-73.99621
40.72487,-73.99621
40.754215,-73.98762
40.687195,-73.82439
40.878826,-74.64865
