lat,lon
40.85217,-74.229256
40.740368,-74.005806
40.69648,-74.26433
40.783913,-73.973915
40.75814,-73.98763
40.547333,-74.29077
40.733044,-73.99802
40.67215,-73.97009
40.853653,-73.9118
40.868618,-73.90712
40.756573,-73.98685
40.951057,-74.08987
40.74038,-73.98217
40.90306,-73.84961
40.672894,-73.86591
40.725178,-73.9922
40.763123,-73.80921
40.729126,-73.98862
40.70429,-74.010124
40.714115,-73.933174
42.626633,-74.94518
40.765236,-73.97995
40.700607,-73.811905
40.72847,-73.95607
40.71119,-73.949234
40.75173,-73.67412
40.71598,-73.96204
40.76587,-74.02414
40.763966,-73.984924
40.673428,-73.95696
40.68103,-73.83913
40.91758,-74.07523
40.61278,-74.24886
40.671474,-73.93181
40.743584,-73.979675
40.770836,-73.97216
40.723606,-73.95165
40.734524,-73.87117
40.710377,-74.00755
40.8295,-73.87081
40.725018,-73.99053
40.748177,-73.987564
40.843563,-73.83039
40.961105,-73.8413
40.70392,-73.9864
40.71408,-73.99104
40.718796,-73.95625
40.7185,-73.996735
40.673122,-73.96581
40.840534,-73.94121
40.74812,-73.98371
40.758423,-74.415504
40.74484,-73.989265
40.75781,-73.99095
40.666286,-73.982025
40.732647,-73.98586
40.554115,-74.28266
40.692772,-73.98896
40.71991,-73.98778
40.773052,-74.03291
40.765812,-73.987045
40.76216,-74.0806
40.946083,-74.19979
40.750645,-73.97614
40.779263,-73.95509
40.857758,-73.93517
40.709587,-73.99616
40.7626,-74.00142
42.195686,-74.13458
40.77425,-73.91766
40.872192,-74.137505
40.711884,-73.95723
40.735455,-73.99661
40.773495,-73.98195
40.631443,-73.946014
40.759956,-73.98428
40.76879,-73.982574
40.57062,-74.97575
40.761604,-73.90213
40.775406,-73.73275
40.745796,-73.99827
40.890507,-74.255035
40.755276,-73.98616
40.822643,-73.94224
40.80608,-73.95039
40.711468,-74.01328
40.74321,-74.006584
40.574043,-73.9783
40.730865,-73.86204
40.813,-74.217674
40.75468,-73.9661
40.80369,-73.9559
40.79699,-73.937904
40.716476,-74.0957
40.739532,-73.99108
40.842625,-73.94253
40.866276,-74.13169
40.724133,-73.99699
40.928955,-74.26829
40.772305,-73.8651
40.882065,-73.83005
40.72352,-74.03974
40.77384,-73.98998
40.64312,-73.79019
40.722412,-73.993164
40.754883,-73.975006
40.609524,-73.92069
40.771072,-73.96181
40.717556,-73.992874
40.7626,-73.959984
40.702637,-74.05094
40.754227,-73.99032
40.718925,-73.94629
40.736317,-73.98937
40.737602,-73.989655
40.708126,-73.95059
40.737274,-74.02873
40.68928,-73.9236
40.776665,-73.9619
40.76476,-73.97984
42.657513,-77.42565
40.760384,-73.97358
40.74268,-73.99292
40.81805,-74.22297
40.73006,-74.00304
40.67163,-73.95776
40.75944,-73.76891
40.745396,-73.97978
40.90158,-74.00494
40.644157,-73.975975
40.6512,-73.932274
40.766933,-73.968925
40.800232,-73.82881
40.745728,-74.001686
40.756454,-73.98298
40.75034,-73.990974
40.813713,-74.2238
40.72617,-73.85287
40.76681,-73.99394
40.730244,-74.00223
40.713566,-73.82783
43.126484,-77.663445
40.75822,-73.99015
40.613003,-74.25493
40.676983,-73.869804
40.74854,-74.00547
40.750507,-73.870316
40.751873,-73.94773
40.74573,-73.989746
40.72403,-73.99137
40.72254,-73.9951
40.735245,-74.00626
40.76289,-73.987656
40.742348,-74.00641
40.854008,-73.93019
40.775047,-73.953
40.613323,-74.26452
40.752254,-73.97347
40.69325,-73.98876
40.755108,-73.9949
40.689587,-73.96571
40.76026,-73.91517
40.73478,-73.98617
40.73332,-73.957794
40.62276,-74.03138
40.713352,-73.96183
40.733177,-73.99116
40.750954,-73.98805
40.73477,-74.098495
40.751694,-74.00676
43.151115,-77.56813
42.273552,-77.607185
40.726845,-73.985466
40.76132,-73.967575
40.750134,-73.99239
40.707516,-73.86868
40.720787,-73.9995
40.738552,-73.983284
40.784946,-73.97701
43.156372,-77.569
40.680244,-73.97783
40.721096,-74.00597
40.773438,-73.906944
40.643658,-73.90067
40.64912,-73.783676
40.73558,-74.06481
40.72411,-73.98082
40.759098,-73.968864
40.667866,-73.98713
40.732086,-74.00354
40.737713,-74.030815
40.685078,-73.99455
40.730736,-73.99304
40.89434,-74.22811
40.73501,-73.989975
40.71364,-73.997986
40.730724,-73.992516
40.71734,-74.01013
40.740036,-73.7581
40.734184,-73.86883
40.762974,-73.97378
40.759613,-73.98613
40.93627,-74.14191
40.860275,-73.84282
40.903828,-73.85002
40.86076,-73.93288
40.682743,-73.953835
40.729565,-73.99811
40.746162,-73.89555
40.751484,-73.99429
40.728527,-74.00271
40.742332,-73.9954
40.71421,-73.96027
40.722706,-73.99633
40.69351,-73.99001
40.667377,-73.7052
40.732494,-73.994194
40.81856,-73.94252
40.867134,-73.82602
40.75878,-73.832565
40.704174,-73.93328
40.750557,-73.98801
40.687103,-74.18565
40.768044,-73.96976
40.85401,-73.883934
40.88399,-73.5572
40.703217,-73.80053
40.72478,-73.99623
40.728996,-73.98845
40.85138,-73.94008
40.73448,-74.00294
43.15808,-77.60117
40.73309,-73.99832
40.73312,-73.99004
